text,toxic
porra por que ninguém avisou que esse alguenzinho do stsrshipz iam ser assim,1
"tempo muito feio , agora que fui ver",0
"retweeet o nosso consolo saber que deus est no controle , mesmo em meio ao caos .",0
pode ser considerado gatilho emocional,0
coerente com a filosofia do mal !,0
"a nossa gerado subestimado como o caralho , sim somos vistos por estar sempre ao móvel e por fumar e foder precocemente . no entanto somos ns que estamos a fazer alguma coisa para mudar a vossa mentalidade toxica de slutshaming , desentendidas , homofobia , racismo e o caralho a quatro so go off",0
os jung com o taehyung a coisa mais lindo do mundo puta que pariu eu sou muito bitola por esses dois,1
ele mesmo rs porque se você pesquisar vai notar que se fizer criticar as ideias dele exonerado . em pleno number e vocês ainda sustentam apolíticos como se fossem animais de estima-o .,0
o ministro est no mundo da lua,0
"retweeet caralho volta redonda o similitude de nego indignante , cada dia uma moda nova .",1
"ai amor to na mesma situa-o , vendo se vou ter limite no cartão pra poder comprar o ingresso e tentando arranjar gente pra ir comigo . olha sinceramente difícil a vida do blink",0
"o cerne da quesito no esse , e sim a comprova-o de que erroneamente atribui-se aumento de number do desmatamento ( que ocorreu , e no foi negado ) a um período inferior ao real . alam da politicagem barata , ao colocar nas costas do novo governo . , criou-se um falso aumento exponencial",0
"sorteio salive guerreiros , nossa diretoria ir realizar o sorteio dessa presentinho para vocês . segue os requisitos abaixo para participar ! seguir curtir e dar retweeet marcar number amigos nos comentários resultado number hashtag",0
bodas de tulipas aqui papai,0
filho da puta no responde,1
"vagabundo fascista , aprenda uma coisa , estamos em uma democracia , temos direitos de termos nossas opiniões , bento respeite a opinião alheia , ninguém obrigado a ser idiota como você !",1
amora : porque tem uma piranha no guarda roupa ? e no te falando de mim eu : mas amiga eu te na cama aquilo tem que assumir a falsidade,1
ai caralho no sei mais hashtag hashtag,1
retweeet a gente entra na veiga mas sai fazendo faculdade,0
"que lixo mais um dia que eu acordei pra baixo , que porra está acontecendo comigo ?",1
esperar as unhas secarem chato pra porra hein,0
"odeio o abel mas esse titulo te um tanto quanto tendencioso , assiste a entrevista e quando ele disse isso foi porque tinha sido perguntado sobre qual o melhor jogador que ele havia treinado e ele disse que o ultimo grande time em relado de jogadores foi o flor que na pouca tinha +",0
tu tem uma cara que vai foder minha vida,1
ponto de pegar uma teníase e morrer com verme na cabeça,0
"to plantada hoje uma hora esperando a melissa sair do trabalho para gente se encontrar , que tédio",0
"e eu que trouxe minha "" botina de pedreiro "" pra lavar e tomei no meu cu , porque se eu lavar no seca at segunda . oponha",1
manda esse barrios ir jogar bola porra,1
"você est no pás errado padre , muda para a venezuela ou cuba e faz ajuda comunitária .",1
"no que ele no mereça , mas podia mudar o nome do premio de melhor atleta de r6 pra jogador com mais seguidores seria melhor",0
sensato horrível puta merda,1
to triste porque ricardo fica brigando comigo,0
caralho meu corão parou por um minuto,0
""" menino "" o caralho . "" camisetinha de merda "" que chama . de o nome correto e aprenda que cada ao tem uma reajo . acho que o merda aprendeu .",1
muita cinge nossa senhora,0
te tirando foto minha ? ? ?,0
retweeet que orgulho mesmo paulinha na fax,0
"mudaria algo fisicamente em você ? ? sim , queria que meu rosto fosse mais fino e ter a barriga chapada",0
"vamos ajudar na votado ? ! comentem a foto preferida de vocês da heyoon com um ou mais , membros do now united ! ! lembrando que retweeet conta voto open ! no esqueçam de usar as hashtags hashtag hashtag",0
from : anonimo to : so passando pra fala que tu e um lazarento que me deu um fora por nada bêbado do cio,1
"a nica refeito do dia foi meio misto , tomara que eu no morra",0
retweeet perdendo pro azerbaijão mano,0
"mas não sei se iria dar muito certo com a flor , ela muito ciumenta , já foi difícil quando adotei a luna , agora imagina um gato , ela surta",0
"budweiser nem pisa , ruim pra caralho",1
"minha namorada chegou aqui e simplesmente foi dormir , mas eu tava com tanta saudade da bichinha que te nem ligando de ficar sim quietinha do lado dela deixando ela dormindo",0
"por motivos de correição , acríticas , sim pelas redes sociais .",0
mano puta que pariu a coreografia puta que pariu astro eu ninguém aguento mantissas betada,1
"amo pra caralho você eu anal tenho inimigos então isso reciproco , também te amo pra ralho",1
porra pedro quando eu tiro essa musica da cabeça tu faz um logotipo com ela kkk,1
nem vem com cu doce porque meu pau diabético,1
ela acordou a gente para falar isso ! !,0
"poder te dizer que tudo o que eu mais sonhava nessa vida aconteceu , foi te conhecer e agora que estamos juntos nem pensar em te perder , sim quero saber se estar ao meu lado ir te fazer feliz , eu sim sei dizer que estou apaixonado e tudo que eu sempre quis",0
"cheguei em casa e meu firmo ainda est no decimo quinto sono , puta que pariu",0
retweeet o carioca tomou no cu,1
em parte concordo com ele pois se você não tiver preconceito com homens pode ser que você confie demais nele e ele te mate,0
vence seu filho da puta,1
retweeet sim bate quando tens algum especial para falar desde manha at noite,0
retweeet mineirinho *,0
taj meu mano porra ontem nós foi a nem te achou em casa,0
". no existe um anti-lula honesto , nenhum .",1
"roubada foi a dignidade de um ex-presidente da republica que foi preso por uma trama de um ex-juizeco , um procuradorzinho de merda , um ex-soldado fracassado e um grupo de paramilitares infiltrados nas instituais senado , senado , par , puta que pariu , vence , vá se foder , . tale ! ! !",1
kkk vá se foder,0
feia ? ? ? onde já ? ? ? garota tu sim linda ok,0
"porque o ranger com o royal ? porque o royal e a hp so irmos no meu replay , e isso errado , alam de que mecanicamente no vale a pena casar number tank com number suporte . e o jogo no aceita casamento gay . te ai o material da livro todo baseado em mecânicas do jogo e isso garotas .",0
relaxa que amanha vai estar bem frio aqui hehehe,0
com urgência ! ! ! hashtag,0
"retweeet mudou pra caralho comigo mas eu ainda gosto muita , acho muito bonitinho , já conversei muita",1
eu conto ou vocês ? ? ? kkk,0
"e com pra ns ? a ideia de que vou morrer me agrada muito . vou virar terra , provavelmente , adubo , nutriente pra capim . vou passar vida pra mato e pra verme , alimentar outras vidas . acho reconfortante .",0
filho da puta do neto vem bater na minha porta number para pegar cachara,1
jogo virou pra você republica,0
"vou tirar disposto do cu pra ir para gira hoje , mas vou",1
mas também cada pergunta e cada pauta idiota . vocês acham que o presidente sem nodo ? conheçam minhas ex e chefes . kkk a piquem o que gente que fala o que pensa .,1
o bola $ onanista . arrebanhar jegue babuja . basta oferecer pasto .,1
"entenda que quando uma pessoa quer mudar , ela muda . se ela achar que vale a pena largar as manias pra dar certo com algum , ela vai largar . no tem essa de "" mas o meu jeito , você me conheceu assim "" . se ela gostar de você e no quiser te perder , ela muda por vontade própria ! ! !",0
vai tomar no cu velho eu te chorando igual uma cadela fodida nessa porra eu não to preparada pra ver o eddie morrendo nos brabos do ritchie na tela mano vai tomar no cu eu sony a pessoa mais triste do mundo,1
kkk fizemos planos a semana toda pra chegar hoje chover tnc,1
essa seleto de velei fraquíssima puta que pariu,0
desse jeito eu no vou fazer nada,0
hoje acordei me sentindo a própria caçamba de lixo,0
retweeet adoro ver gente se pagando de amor e sentimental na internet e na vida real um pau no cu do caralho .,1
eu no consigo acreditar que adriano já vai fazer um ano,0
obrigado bar . puta que pariu,1
retweeet já : você ainda me ama ? jim : claro que eu te amo já : d-depois de tudo ? eu :,0
ai puta que pariu,0
taca na me arrombado,1
"watts kkaskk parente da nora porque amigão , so porque meu filho um psicopata que quando sente cheiro de sangue fica estão agressivo que mata e destrói tudo no caminho so pra beber o sangue e sugar a vitalidade da vitima ?",1
manda derrubar .,0
"caralho , vem logo apocalipse ! e oh a data limite da terra segundo chico xavier , já passou . o fim est próximo ! ! ! !",0
"nessas horas que a gente pega o viado com a boca na piroca . no , botija . "" vai fundo rapaz "" ? "" sonhes "" homem !",1
"to muito . pagaram uns tríades pra dar um cacete em protestante semana passada em bueno long . se terminar com tanque na rua , pode acabar com a asar de uma vez",1
"del pessoas heterossexuais , no tirem seus colegas gays / lésbicas / bi do armário em ambientes de trabalho no to babuja pra gente falar sobre a nossa sexualidade como pra vocês ! ! ! a gente pode perder o emprego e a gente precisa do emprego senso , porra , senso",0
"em araraquara , capital mundial da laranja ! ! !",0
putinha goza litros,1
"por que você no fala com seu pai ou me pra lavar o carro durante uma chuva ? isso ajudaria a economizar agua e a chuva tiraria todo o sabor . use menos menos papel , plástico e , se usar , no os jogue no cho , os jogue no lixo . ande mais a para , de bicicleta ou de bus .",0
"te me espionando ? mas sim , ele mereceu mesmo",0
tédio especificamente estou com tédio dia tedioso insuportável esse tédio ó caralho que tédio,1
"o governo chegou proposta inicial para reduzir impostos sobre consoles e jogos eletrônicos . segundo rascunho do decreto , o ministério da economia quer baixar de number para number o aipi cobrado para consoles . de number para number . tente explicar isso para um gringo .",1
"retweeet entenda , dessa vida você sim leva um par de roupa e nem você que escolhe .",0
se fodeu babaca,1
racista tem mais que se foder mesmo e foda-se,1
retweeet rebole a bunda e fume um baseado antes de gravar seu clipe mulher,0
"fico científica tornando-se realidade diante dos nossos próprios olhos . "" doideira "" cientistas conseguem desenvolver ser híbrido entre humano e macaco",0
retweeet kkk to indignante,0
o pau comendo e minha vizinha com o discurso de empatia e amor no meio da reunido de condôminos . quem engole isso ? ?,0
"retweeet eu no posso ver um carioca / flamenguista , que eu fico , puta que pariu porque ?",1
brasil em quico caralho,0
"tenho quase number anos e os meus pais pe-me hora para chegar a casa , claro que me aborrece , e muito , mas uma coisa normal e eu percebo , era pais como os meus que maioria do pessoal de number anos agora precisava",0
podem at tentar mas a conexo entre duas pessoas que já se conhecem muito bem jamais vai ser entendida por terceiros,0
"braba sim por causa da quantidade , bando de chato do cacete",1
meu deus chico buarque e um demente,1
retweeet claramente a minha reajo quando escuto algum falando do bozó,0
tu gostosa pra caralho isso sim,0
"já perdi as contas de quantas pessoas vieram me perguntar se eu sou o tal de dante / paloma e eu já cansei de dizer que no , se a palavra no basta pede meu numero , me liga por chamada de vídeo , quiser mando at foto do meu documento pra pararem de achar que eu sou esse meno .",0
retweeet tenho que ver dear white people mas estou na pausa da politica bento vou continuar vendo naruto mesmo,0
"as amigas precisam entender , se eu peguei qualquer pessoa pouco me importa se você pegar , mas agora se teve number de sentimento com aquela pessoa procura outro , amigo amigo filha da puta filha da puta",1
perfeito vou na hora . hashtag hashtag hashtag,1
"caralho que sono , ainda bem que as gravames so sim number horas",1
caralho to molhada,1
comecei assistir vis a vis ontem e no consigo mais parar . puta que pariu,1
parece que tem gente incomodada porque o so paulo contratou o daniel alves não,0
e a hill que dormiu com a porra do volume da televisão no number mano,1
vai caralho vai brasil,1
"todo apoio a ricardo galvão , longa vida a nosso cientista que enfrentou o fascismo de frente , o covarde não foi capaz de olhar nos olhos dele e repetir suas acusares , isso sim forte de verdade , tem compromisso e assume suas responsabilidades no um machinho como bolsonaro",1
"porque mulher sofre tanto não , tinham que dar pelo menos number dia para esses cambada de pragas que se dizem homem , ficar na nossa pele , para eles começarem a dar valor .",1
"porra muito chata man , no tem o que fazer no diabo",1
"não atoa que comunista visto como retardado , quando aparece algum interessado assim que você trata . alis que que tem haver corta cana com tudo isso .",1
"eu odeio quando uma pessoa caga para você quando você quer algo e quando ver você conhecendo / conversando com outra pessoa faz de tudo pra desmerecer o outro , se foder",0
mas gente com quem que vocês to transando kkk,0
te to feliz mas to puta ao mesmo tempo,0
"se alimenta mal , cheira para igual um filho da puta , quase não dorme , come cigarro e ingere bebida no cafu da manha e joga a culpa na porra do signo , vá se foder vai",0
retweeet tem que rapas e cagar a pau !,1
"no preciso de inimigos te tendo kkk puta que pariu , eu vou fazer a bolsa ficar estilo comigo mesmo sendo feia cala boca",1
todo dia um macho escroto diferente me assediando puta que pariu não aguento mais,1
retweeet o filho da puta nem disfarça,0
"comedia rever postagens minions acusando a gente de dormir quando marco antonio villa , mirian leito , reinaldo azevedo , veja , globo desciam o cacete na imagem de lula e dilma . era sim isso mesmo que eu queria dizer .",0
retweeet - meu amigo quer ficar com você - quem ? manda foto faz a pose ai tavinho,0
luisa pelo amor da deusa que porra é essa,0
o-l - ai - me - para - - a - de - a,0
fico to feliz em fazer parte da sua vida e vice versa ! ! ! ! ! ! ! ! ! ! ! ! !,0
"caralho moral que susto porra , eu tava assistindo um negocio da annabelle number e mãe falou ' ' saara ' ' puta que pariu firmes o pulo que eu dei",0
"poxa sim ? ? ? como o povo baba ovo dele , feio chato quem aguenta puta que pariu",1
"povo sem nodo ! ! ! pra mim tinha que ficar sem baile nessa merda at janeiro , foi uma puta perda , foi qualquer um que morreu no caralho",1
retweeet foda que ela te ganho pelo cu quando eu so tinha o meu corão a oferecer .,1
nem conta horrorosa,1
porque dia de semana um soldo da porra e no meu fim de semana essa chuva ? sem candies e nem meu namorado te comigo pra piorar a situa-o,1
"acho indignante sim as pessoas que no acreditam , acho essas pessoas vazias e sem amor no corão , pfv se convertam para o amor de selena gomez .",0
pô caralho,1
partiu toquei porra,0
eu e meu primo reproduzindo cenas de a fazenda . tudo ! ai como é bom ter parente viado,1
vocês colocam negocio racial em tudo puta que pariu,1
dia chato para caralho,1
retweeet será que o bts foi ver o rei leo ? pra mim os number choram na parte do bufada e eu falo isso com tranquilidade,0
como um ser to esperto quanto o loei conseguiu ser to burro igual foi em infinity war ? ? ? ? eu no aceito isso,1
esse filme do tubarão que mata todo mundo to idiota puta que pariu,0
"quando a mina fala de achar homem feio bonito eu já penso "" karalho minha chance """,0
eu te pendendo pra comprar ela . ( a mais barata também ),0
"retweeet agrade-o a deus pela vida dos meus coroas , sem eles eu não seria porra nenhuma",1
caralho nego tem teso em me estressar,1
ovelha foda mano kkk,0
a arena uma fodida não mano . está colocando tudo que era raro de volta kkk bagulho sim recarregar e vou ficar sem fazer isso por um bom tempo,1
retweeet olha essa voz oiti malícia kkk,0
"glenn , o rei da pornografia , no sabíamos que sua me at você a expor de forma criminosa a usando como instrumento apolíticos para deixar o pás sim pressas para no pagar pelos crimes que cometeu . desejo sade a sua me e que ela te perdoe por envolv-la no seu crime em curso",0
austin a superfamília anu onde tony sempre levava seu filho na piscina comunitária e acabava flertando com o salva-vidas .,0
"retweeet hoje que o pau quebra rs , os ingressos sim vou at sim number 4h , porem no estio ! ! ! ( local da festa ) hashtag",0
"seus pau no cu do caralho , quero voltar com lixo nenhum no",1
"quer que goza na boquinha , na hora do sexo",1
"ai porra , sempre sonhei com esse , tem que sair hashtag hashtag hashtag",1
esse momento nosso porra hashtag,1
retweeet que preguiço da porra,0
o lula te enjaulado babacas hashtag,1
que coisa boa gostei de ver esse racista se foder .,1
"oi , lindos ! ! ! ! ! vamos ajudar nesse projeto lindo ? ? ? ? ? quem não puder ajudar com material , aceitamos money também ou sim da retweeet a que te top qualquer coisa chama no whatsappp , os números to a ! ! !",0
"vegetarianos , bruxos , ateus , crossfiteiros , crentes , pseudo astrólogos , good vibrações , maconheiros de number anos , galera que transcende em trance , puta que pariu ! eu no sei quem o mais chato",1
"a rivalidade entre os meninos nos comentários disso me de nojo . no precisa desmerecer um pra enaltecer o outro , quando as pessoas vou entender isso ?",0
se o brasil tem pilares so elas,0
pô feio é ficar reparando nos outros sendo que não é exemplo,0
"coe cara , sei que no tenho nada haver com sua vida , mas para de dar ibope , nego gosta disso , quanto mais tu render assunto , mas elas vou te achando que tu te se importando e mais vão falar , manda essas porra procurar uma calcinha pra lavar , vive sua vida cara , você merece .",1
uma feia arrumadinha,1
retweeet deus está me dando uma paciência do caralho esses últimos tempos,1
caralho o sanha puta que pariu garoto,0
"porra , fiquei ébrio ontem kkk . ainda bem que eu no acordei com ressaca hoje",1
eita porra que mulherio,1
retweeet focar em ninguém bento kk,0
puta que pariu eu amo esse time,0
espero que isso anime meu sábado porque puta que pariu,1
sinto lhe dizer mais você tem sim e mete o pau na mesa com esse velho chato do caralho,1
acabou puta que pariu at que enfim ! est classificado !,1
"sapato um bicho estranho man , não pode ver que a outra mina sapato que já fica logo encarando",1
tipo aquele carica do wolverine ? ! faz parte . sem humor a vida no tem grada ! postscript . sei que no sim humor .,0
meus parabéns ! ! !,0
"cooper futebolista achei a maior balburdia do mundo , anime cooper em number",1
mano eu te chorando de rir pqpkkk,0
"number , number na porra do dólar de novo . aquela merda de texto base da previdência no iria fazer baixar ? bando de gado",1
oh gloria alguém sensato puta que pariu,0
"temos que defender quem nos defendeu com tanto garbo e honra . no podemos tolerar esse tipo de insinuado contra os nosso heris . quando chamaram sergio moro de chefe de quadrilha ninguém defendeu . quando bolsonaro disse que sabia como o pai dele tinha sumido , a o mundo caiu .",0
jesus realmente sabe o que diz,0
"mentiu , mentiroso do caralho all homem do are lie",1
"caralho , que jogo la e com",0
vai ser arrombado pelos presos la,1
"todo dia essa mulher gritando pra caralho , sem nodo man",1
já apaguei coisa pra caralho e esse inferno de celular continua com a memoria cheia,1
"uma pessoa maravilhosa que saiu do grupo pra proteger os membros . foi abandonado pelo fandom quando mais precisou , sofreu calado e sozinho por muito tempo . voz impecável que nunca foi valorizada o suficiente . deu o sangue e trabalhava dia e noite pra promover o sujou .",0
e tem como a senhora ficar feia ?,0
"acho que branco escroto tem mais que tomar no cu mesmo , mas nunca vou vibrar com violência assim no .",1
marcelo indignante caralho kkk,1
kkk puta que pariu,1
porra a,0
retweeet ser que eu sou importante pra algum,0
sinceramente não sei como pode existir gente no mundo pra mandar ha * e pro chá essas que se consideram sane e fazem comentários de ha * e pro chá no stay simplesmente isso que dio do caralho vai se fode o chá é incrível sem mais nem menos que saco,0
bebe mais piranha,1
kkkjkkk vá se foder eu amo essa musica,1
que homem meus amigos,0
ai sim caralho,0
"nega puta que pariu , meu sonho demais",1
retweeet puta que pariu eu e a clara to sem nodo .,1
faca algo em relado ao senado liberaram o assassinato . te difícil viver nesse lugar .,0
poxa você gato para caralho,1
porra por isso que as pessoas se matam ! ! ! ! deixa a garota usar o que ela quiser caralho,1
"para bruno , no achei to absurdo no . digo at que ele foi coerente durante a entrevista , falou at da venda do mando de campo sem ser perguntado . a gente conhece a situa-o do nosso clube , sabemos que algumas vezes temos que abrir amor de alguns atletas . +",0
"vera , o comentário do roberto foi preconceituoso e extremamente desnecessário . que ele criticasse as medidas do governo rui costa , e no viesse com essa de "" baiano passa fome , mas não perde festa "" , ofendendo a todos os baianos . tem que denunciar mesmo",0
bradou com sim de sim tomo no cu,1
ninguém falou que ia ser babuja mas puta que pariu em meu parceiro,1
eu vou ter que mata a tim no vai te jeito . bicho eles ativam pacote sem eu nem pedir sabe vai toma no cu,1
porra so paulo pisou nos lareiras atuais do futebol brasileiro,1
cara o twitter no modo preto e a muito bonito vá se foder,1
retweeet que . porra . é . isto .,0
resenha da para . a deu o que falar viado kkk,1
"impressionante que você falar de sexo ou algo relacionado com maioria dos homens te olham como se você tivesse fazendo algo errado e fosse uma puta , haja paciência para esses imaturos",0
aproveita e faz a do soo frango também caralho,1
cambada de canalhas,1
de ecoo : liberta de role : paulista contra o santo andar,0
vai tomar no seu cu ok,1
"minha sobrinha abriu e porta do quarto me olhou e disse "" safado "" puta que pariu que engradado , moral kkk",1
ver todo mundo pra puta que pariu,1
urgente ! joyce kelly anuncia retorno e quebra internet . confira :,0
vagabundo inveja muito o pouco que ns tem .,0
eu sou curiosa e ansiosa que no vou aguentar esperar at segunda serio .,0
"' ' quem no respeita a histeria de um clube , não respeita nem a me dentro de casa ' ' , pô cara , eu tenho pena da sua me .",0
caralho as meninas comeram jogando bem pra caralho e caem e a melhora um pouco a vai para tie break e sim jesus no corão agora hashtag,1
já to me preparando porque sei que vou falir eu chegando no local no dia cheio de devidas mas mandando tudo pra puta que pariu,0
agora serei obrigada a encher minhas fotos de proibido vender kkk te foda os outros ficarem ganhando dinheiro em cima de mim,0
ver isso me,0
ébrio vagabundo ! !,1
estão linda parece eu,0
"se você soubesse pelo menos metade do que já passei nessa vida , você iria tomar no cu e no tomar conta da minha vida .",1
"e voltando para o quesito dividida dessa vez vamos falar a famosa que estaria dividida entre miranda e medeiros , com quem ser que ela vai ficar ?",0
"caralho , que lindo",1
hahahahahah amiga ela some por anos e depois volta como se nada tivesse acontecido,0
sou a favor de invadir o senado e no chegarmos la de mós vazias .,1
"tenham paciência caralho . você no sabe o que a outra pessoa est passando , bento seja no mínimo , gentil .",0
porra caralho não pode falar palavrão nessa bosta cacete !,1
kkk amei,0
meu deus que nervoso puta que pariu sai dai,1
"caralho , ele foi dar um tapa na bola pra no sair e o brabo do cara tava na frente , buscou contato teu cu",1
"retweeet - você mineiro ? - sou - bento fala "" no concordo "" - uai ai no",0
"pau no cu do vitoria , que se foda com",1
"depois pergunta porque no namoro , peguei um caso aqui que o cara bateu na mulher porque ela tava bebendo demais numa festa e ele queria que ela fosse embora",0
"fico tristão porque quando come-o a ficar feliz com meu corpo ela sempre solta algo , que minha cara te gorda , bochechas maiores , que eu to perdendo minha cintura , que eu vou engordar e no vou parar mais , e que vou ficar com o corpo feio e no vou emagrecer mais",0
amigos * * * * * idiota kkk,1
"esqueci de escrever a carta , fiquei de escrever essa bingo hoje cedo puta que pariu viu",0
retweeet sim falta o dinheiro,0
"para maluco . vai tomar no teu cu , demente .",1
meu nariz esta estão seco que parece que cheirei uma tonelada de cimento,0
ato reparador para terroristas ? ? ? ah vai se foder vai filho da puta chapeleiro de ladrão,1
queria estar nesse episodio da grande família que a marilda vai num grupo de apoio que chama mulheres que amam errado,0
novidade karalho karalho karalho karalho,0
meu primo pode ser chato para caralho mas depois disso eu vou defender ele sempre,1
parte triste de ser gorda gostar de roupas que nunca ficariam bem em você,0
ns tem a mesma idade louca,0
retweeet com já já na liga a,0
retweeet boceta porque você te chorando,1
ser que vou mostrar ele comendo gente ? urgh,1
por isso que ele vai se reeleger porra ! vocês do globo so burros pra camaleão kkkjj,1
"retweeet feia , eu diria",1
"se no contrata , reclama ! se contrata jogador barato , te ruim ! se contrata jogador caro , loucura ! meu querido , presta atendo um time competitivo , que quer brigar pro títulos , no mede esforço pra trazer jogador de qualidade técnica e individual . agora , por favor vai a merda",0
"não tenho limites quando o assunto chupar uma boa pica . enquanto tiver boys gostosos , eu gasto mesmo , não vivo sem chupar uma pica gostosa de jeito nem um . he he .",1
retweeet enfia representatividade nessa porra lady,0
nunca recebi bolsa . ele quis dizer o que ? que indigno receber bolsa ? eu sim tenho pena das crianças .,0
to movida a ódio puro vá se foder,1
alonzo ball de trana vai tomar no cu,1
um sonho de homem puta que pariu,0
o seu cu,1
vai se foder menino,1
esses cara do ludo online so muito burro vtmnc,1
o drake paga pra pegar poio puta que pariu kkk,0
adivinha quem vai furar a orelha e está morrendo de medo nem parece que tem piercing ? sim eu . meu deus eu vou morre,0
"ok amiga . mas sobre ima , eu ainda acho que seja manipula-o de padres estáticos e no sobre sade . eu posso não ter o peso ideal pra minha altura e ser saudável , logo , ima balela",0
tomar no cu velho number está fora do dei puta que pariu to puta,1
mano ? ? ? a emma está sendo muita ridícula puta que pariu a sue so está falando o porque dela não acreditar em deus e ela ai não mas guarda isso pra você meu cu garota agora cristão pode falar e quem tem outas opiniões não ? ? ? vá se foder meu mano,1
"obrigado deus , ontem tava tudo dando errado e hoje deu tudo mais do que certo , meu pai comprou a parte do credite dele agora nós e dono dessa joça sozinho acuada porra",0
"kkk por isso eu no me acho , as vezes as mina se acha tanto , mas muito feia",1
filhos das puta atrasaram meu lanche number 0min já foi so eu elogiar a hamburgueria,1
fui dormir number 0h pra descansar acordei number 1h e acabei acordando com uma puta dor de cabeça,0
dani alves denis filipe luiz juan fran que porra de janela foi essa ?,0
comprou um jatinho com o dinheiro do filho da puta !,1
pedro falou que te cagando puta,1
"porra , ah eu tenho sim",0
puta que pariu perfeita,0
retweeet musica feia dessas,1
"como mulher , minha decepou com raquel dodge chegou estratosfera , mulher inútil .",1
"me desculpe se sou doente as vezes , mas que o hipopótamo filho da puta não para de danar na minha cama",1
moral se vier exo-l desmerecer o astro eu vou mandar se foder e block vai tomar no meio do cu,0
"meu aniversario sexta-feira , e eu no te animada pra nada .",0
filho da puta corintiano,1
"antes eu tava rezando para as aulas voltarem logo , agora que a greve acabou to com o cu na amor kkk boa monstro",0
menina sem educa-o do caralho,1
ature ou engolem o pretinho,0
"tava voltando to mercado e me passa um grupo de adolescente , um bem viado berra jesus do cu que gato e a amiga segue com meu deus que delicia to rindo",1
vai fala que num te ótimo,0
esse placar do velei te uma merda . cinza com branco da pra ver porra nenhuma firmo,0
o triangulo mineiro consegue ser mais bizarro que o triangulo das bermudas,0
"veja os vídeos do mito , o babaca .",1
retweeet vai mudando de poio . tica tica tica tica kkk foi muita engradado,0
retweeet saudade ladro fica com deus patíbulo de raa,0
isso caralho vira essa porra nem que seja na fora do dio,1
"vou falar nada , depois no diz que eu avisei também nessa porra",1
te falando .,0
jack desgraçada,1
retweeet ser sulista e odiar sulista é reparado histérica,1
amas eu vou criar outro twitter sim pra desabafar sobre * * * * * *,0
no com lixo no ficamos brava ficamos com nojo,1
retweeet vai tomar no cu por isso amo esse moleque,0
"ontem um gajo queria discutir comigo sobre as minhas pestanas , tava a dizer que no eram minhas , filho da puta",1
fogo nesse filho da puta mano tem que matar esse bosta,1
"meu filho vem primeiro , ele minha prioridade !",0
hoje me tornei paulista : comi pastel na feira,0
eu te to destruído de feio que nem de vontade de sair de casa pro povo não ver minha cara,0
to muita brava so porque vou na festa hoje meu cabelo acordo mais feio que sei la o que vou te que lava ele de novo e depois faze chapinha,0
retweeet triste pra cacete com o meu corpo !,0
infelizmente a nossa realidade,0
to sentimental demais puta que pariu odeio,1
ganhamos caralho vem toquei,1
retweeet desisti de sair sim para ver esse momento pico,0
sim arrumar a casa terapia,0
"tenho muitas metas a serem realizadas , jamais perderia meu precioso tempo com gentinha sem contendo , bento me poupe desses drama",0
ai caralho alimenta essa cadelinha number e segue me :( hashtag hashtag hashtag,1
retweeet o jeito que eu no saio da cama pra nada diferente sla,0
kkk podia ter me acordado idiota,1
no me liberou enquete com musica *,0
"pegar no topo , na prosperidade , com tudo dentro e na moleza qualquer uma se prontifica a se oferecer ! raro mesmo agarrar com garras e unhas quando o companheiro no tem nada , quando o companheiro come-a no zero e muito menos quando está sem um puto no bolso",1
"retweeet o que o soo wellington faz com o pessoal vale do ao de cair o cu da bunda , chama nos de otário , cospe na nossa cara",1
fica bonito more ? tenho medo de ficar muito artificial kkk hashtag hashtag hashtag hashtag,0
"fui dormir number e acordei com a duda mandando mensagens , puta que pariu",0
"e a blink que no tira o pau do bts da boca , fala mais deles do que das próprias favas auge",1
"por ser carioca necessário torcer por um clube do rio ? eu moro no rj desde number , tenho number anos e toro pelo palmeiras . você acha que ela se expie somente para se promover ? eu penso bem diferente .",0
boquiiitaa boquiiitaa ! ! !,0
não gastou nada,0
nu que essa no caia sobre mim kkk,0
retweeet a porra da musica que o desgraçado bota kkk tops :/,1
retweeet sei la o jeito que ele se parece com um nabo diferente .,1
vai tomar no cu juiz filha da puta,1
caralho que mulher perfeita essa ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? propp casa comigo,1
"arrasou , branco encardido , tomou na cara lixo veio",1
vou foder pra caralho sim de dio,1
que cu,1
o relacionamento moderno é composto por sai daqui to bolado mentira sai não te amo filho da puta lindo dos infernos,1
"minha iram no chega logo , eu sim queria dormir",0
"ontem estive na reunido do samba number da parceria velloso e di menor na beija-flor . vai por mim , vai explodir maravilhosamente na quadra !",0
"fim de jogo number ex number próximo jogo pelo campeonato paulista , dia number , contra o so jose",0
por que chegar e sair da barra sempre um sacrifício ? puta que pariu ! number minutos sempre viram number minutos .,0
"meu pai foi viajar e deixou pendurado ao lado da porta da sala um bilhete que ele deu pra minha me em number , caralho",0
"eu no to acreditando nisso no , vai tomar no cu cristina",1
canalha,1
"retweeet tenho vergonha de conversar com pessoas que eu admiro . no sei puxar assunto , fico igual retardada . isso .",1
"porque você no falam sobre a esposa dele que est sendo investigada , fica com a ladainha de "" queiroz "" .",0
as suas noticias que so questionáveis,0
a cala a boca porra,1
aposto que essa vaca no vai me pagar hoje .,1
